trait	SNP	region_rank	n_called	n_missing	minor_carriers	call_rate	missing_lines	mean_called	mean_missing	missing_minus_called_over_total_sd	full_gls_beta	full_gls_se	full_gls_p	complete_case_beta	complete_case_se	complete_case_p	complete_case_effect_ratio	complete_case_same_direction	missing_indicator_beta	missing_indicator_p	missing_indicator_BH_selected
"NightPDoze"	"2L_15610070"	10	160	16	18	0.909090909090909	"line_100;line_181;line_301;line_352;line_377;line_41;line_502;line_563;line_59;line_627;line_630;line_73;line_75;line_802;line_85;line_91"	-0.975847820047164	-1.04405730847751	-0.12046428243159	-0.319790617823731	0.0743217510677326	1.68663456009644e-05	-0.313680580854876	0.0760865022220047	3.74483787388193e-05	0.980893632807503	TRUE	-0.0258315699826375	0.87521209147444	0.922950932827592
"NightPDoze"	"2L_20529112"	4	164	12	60	0.931818181818182	"line_301;line_338;line_352;line_377;line_381;line_443;line_584;line_627;line_738;line_776;line_796;line_88"	-0.962552666216855	-1.24849424030186	-0.504999338540454	-0.216991293715282	0.0474329424758719	4.76911885906452e-06	-0.216504747915329	0.0476056063784307	5.41881370622251e-06	0.997757763495381	TRUE	-0.285654328726204	0.134352484992335	0.813678586535311
"NightPDoze"	"3L_1311540"	8	172	4	46	0.977272727272727	"line_136;line_630;line_911;line_913"	-0.984251932865711	-0.887308922571086	0.17121034683943	-0.219882551753103	0.0509793554873913	1.60931348235321e-05	-0.220606572392266	0.0510475627698986	1.54909726498568e-05	1.00329276076428	TRUE	0.189193203689822	0.545190508612701	0.89558381486591
"NightPDoze"	"3L_18862904"	5	167	9	44	0.948863636363636	"line_217;line_317;line_32;line_48;line_559;line_774;line_802;line_900;line_913"	-0.980757636207442	-1.00600476628264	-0.044588773174437	0.238467112858174	0.0525058890369202	5.57967819522842e-06	0.237641845740904	0.0526490576173464	6.37074894970635e-06	0.996539283310902	TRUE	0.0442836786793869	0.838029731349396	0.922950932827592
"NightPDoze"	"3L_2547295"	1	170	6	81	0.965909090909091	"line_136;line_31;line_350;line_362;line_386;line_801"	-0.990971082123475	-0.72924736369929	0.462228359438458	0.219921778773088	0.0446847527088978	8.58267610402731e-07	0.218816640122802	0.0446969696449485	9.80268077442687e-07	0.994974855803495	TRUE	0.325026792327761	0.190917726071555	0.813678586535311
"NightPDoze"	"3L_6298090"	3	167	9	31	0.948863636363636	"line_136;line_31;line_38;line_440;line_513;line_73;line_732;line_85;line_913"	-0.981702883519667	-0.988465177266903	-0.0119428379042045	-0.265240741175683	0.0577885848050233	4.4357181310948e-06	-0.269036846701443	0.0580960507347183	3.64084373405439e-06	1.01431192474027	TRUE	0.113589827065115	0.649574929084575	0.914343234623198
"NightPDoze"	"3L_7668543"	9	174	2	31	0.988636363636364	"line_136;line_630"	-0.982673191852301	-0.927716380443135	0.0970588257364446	0.257056373919627	0.0597267676860683	1.67838519052188e-05	0.256914511795126	0.0597449120241118	1.70651238485133e-05	0.999448128352791	TRUE	0.184621442513848	0.677875156703405	0.914343234623198
"NightPDoze"	"3R_13899553"	6	173	3	34	0.982954545454545	"line_317;line_630;line_774"	-0.985846598838488	-0.763035514709351	0.393505038449731	-0.25281672378599	0.0558355940740621	5.95791338795327e-06	-0.254370523389873	0.0558935909447213	5.3397037938099e-06	1.0061459526119	TRUE	0.25225131295728	0.473039534114371	0.89558381486591
"NightPDoze"	"3R_23894037"	7	164	12	27	0.931818181818182	"line_303;line_306;line_309;line_31;line_362;line_373;line_406;line_48;line_528;line_627;line_801;line_802"	-0.98198548566299	-0.982912374538016	-0.00163697171454097	-0.274529805195271	0.0624188173490497	1.09157505479747e-05	-0.278181757528522	0.0625377830511931	8.65852085039387e-06	1.01330257139349	TRUE	0.0991688420890743	0.596590919554063	0.89558381486591
"NightSleepChange"	"2L_12681166"	9	162	14	37	0.920454545454545	"line_301;line_303;line_377;line_386;line_426;line_502;line_563;line_714;line_738;line_774;line_801;line_802;line_85;line_88"	-44.342603657538	2.78154553542409	0.435008100170226	-46.3703239646642	10.7901361035142	1.72755906396045e-05	-46.5868398498677	10.9544816411708	2.11146801075383e-05	1.00466927695757	TRUE	69.7985552276939	0.0400275522794877	0.813678586535311
"NightSleepChange"	"2L_6268648"	10	162	14	25	0.920454545454545	"line_228;line_303;line_352;line_377;line_381;line_405;line_409;line_426;line_443;line_627;line_801;line_802;line_843;line_88"	-42.6679576584394	-16.5965010255739	0.240668426120403	-50.4125042650604	11.7490298182247	1.7804649272585e-05	-50.7972564626962	12.1818811512233	3.04730002482832e-05	1.0076320786528	TRUE	19.2370611683871	0.531718099427897	0.89558381486591
"NightSleepChange"	"2R_22391929"	5	166	10	68	0.943181818181818	"line_306;line_336;line_357;line_377;line_380;line_426;line_563;line_627;line_821;line_907"	-40.6984563608836	-38.8616399118538	0.0169558506103107	37.9317389106564	8.6375279635269	1.12569245843888e-05	39.5666965766731	8.83358950261975	7.49518221034041e-06	1.04310262890577	TRUE	15.9293723848067	0.606278524357209	0.89558381486591
"NightSleepChange"	"2R_6256391"	2	167	9	31	0.948863636363636	"line_109;line_301;line_303;line_319;line_338;line_377;line_443;line_528;line_627"	-42.2448840978531	-9.96272340930473	0.298000104638763	-54.6648382994729	11.2016149207717	1.06039871064032e-06	-53.2376855098569	11.3522282089077	2.7370709873432e-06	0.973892673352519	TRUE	61.7141896690636	0.099238527503114	0.813678586535311
"NightSleepChange"	"2R_7202244"	8	169	7	35	0.960227272727273	"line_101;line_208;line_303;line_381;line_405;line_528;line_627"	-41.8359214266613	-10.6127762742083	0.288224218085963	-44.3597046419706	10.2881469949998	1.61982686877659e-05	-43.8594331629184	10.3221220006297	2.14658517135934e-05	0.988722389315036	TRUE	59.3139858015903	0.130440353544824	0.813678586535311
"NightSleepChange"	"3L_12509851"	7	166	10	70	0.943181818181818	"line_101;line_31;line_370;line_373;line_383;line_405;line_409;line_737;line_837;line_913"	-40.1500219592167	-47.9656509795241	-0.0721469138432101	-39.0978696829411	8.95123527639578	1.25461715928639e-05	-39.741031792231	8.99267066861437	9.90352597882899e-06	1.01645005506708	TRUE	-17.3553249793229	0.61486846377435	0.89558381486591
"NightSleepChange"	"3L_1888560"	4	176	0	28	1	""	-40.594091789916	NA	NA	-52.9580550889582	11.6961530258188	5.95958062284296e-06	-52.9580550889582	11.6961530258188	5.95958062284296e-06	1	TRUE	NA	NA	NA
"NightSleepChange"	"3R_21998760"	3	170	6	18	0.965909090909091	"line_380;line_584;line_634;line_801;line_802;line_913"	-42.6860445593529	18.6779033441303	0.566457216811156	-63.8022147018664	13.4952319171852	2.27010526177401e-06	-63.4989124518788	13.5816508498745	2.93458900672522e-06	0.995246211257636	TRUE	58.2110518768936	0.202604750770674	0.813678586535311
"NightSleepChange"	"3R_22697510"	6	162	14	21	0.920454545454545	"line_136;line_309;line_31;line_360;line_361;line_373;line_38;line_440;line_48;line_559;line_627;line_630;line_732;line_802"	-40.0338971907741	-47.0763435799866	-0.065009581643111	-61.7443493979278	14.1081297574096	1.20595506552871e-05	-61.7227742272077	14.2533282459915	1.48831063568827e-05	0.99965057254744	TRUE	23.4710078860308	0.617644010252352	0.89558381486591
"NightSleepChange"	"3R_29419559"	1	168	8	58	0.954545454545455	"line_309;line_361;line_373;line_397;line_440;line_566;line_627;line_907"	-40.3301425939089	-46.1370249060652	-0.0536039564805652	-47.5089454775218	9.64824706099981	8.4748947408986e-07	-47.2827061761129	9.71429425342967	1.13114274459466e-06	0.995237964153172	TRUE	38.2229653040424	0.313880085283525	0.827502043020201
"LDHarmonicR2"	"2L_14815128"	9	173	3	19	0.982954545454545	"line_228;line_338;line_409"	0.434859898332388	0.377336344169566	-0.480728184361211	-0.0693841868225904	0.0162892840538099	2.04885745884159e-05	-0.0702892529826473	0.0163492900515072	1.7139751459491e-05	1.01304427134631	TRUE	-0.0417930907253509	0.546740974068843	0.89558381486591
"LDHarmonicR2"	"2L_6415893"	3	162	14	81	0.920454545454545	"line_303;line_336;line_338;line_352;line_377;line_380;line_381;line_426;line_439;line_502;line_563;line_802;line_843;line_88"	0.430603348696712	0.471787782510317	0.34418106424924	0.0480000220729166	0.0101562240965746	2.28796296887704e-06	0.0491994109343364	0.0102223966144276	1.48752946693038e-06	1.0249872564558	TRUE	0.0512729175451492	0.235992184218605	0.813678586535311
"LDHarmonicR2"	"2R_16679757"	10	164	12	73	0.931818181818182	"line_142;line_303;line_335;line_338;line_426;line_528;line_566;line_627;line_774;line_820;line_821;line_857"	0.43314945531085	0.443855064419364	0.0894674903892292	0.0432555654958986	0.0102550692585256	2.46512564494174e-05	0.0445175649431018	0.0103747932273103	1.77922271464256e-05	1.02917542361856	TRUE	0.00489695095498272	0.90645127794819	0.938824537874911
"LDHarmonicR2"	"3R_22770259"	7	172	4	25	0.977272727272727	"line_303;line_317;line_397;line_634"	0.435374007774003	0.369610526720823	-0.549589803760785	0.0578724916285865	0.0134299909599024	1.63847550566729e-05	0.0573098862009424	0.0134550526524862	2.05014887711927e-05	0.990278534553951	TRUE	-0.0661489089094903	0.302173449784566	0.827502043020201
"LDHarmonicR2"	"3R_23828086"	8	162	14	28	0.920454545454545	"line_136;line_31;line_317;line_332;line_358;line_390;line_440;line_551;line_559;line_634;line_732;line_738;line_802;line_855"	0.431642877325014	0.459758951239966	0.23496790768948	0.0783378521850736	0.0183281594923258	1.91842036143894e-05	0.0873231656019648	0.019535086008697	7.81946807634534e-06	1.11469951200172	TRUE	0.0269351805629335	0.540241299541339	0.89558381486591
"LDHarmonicR2"	"3R_24776116"	1	168	8	22	0.954545454545455	"line_303;line_31;line_390;line_41;line_551;line_566;line_584;line_913"	0.435213617768816	0.405860457356345	-0.245306322179073	0.0688913603267461	0.0143601383781443	1.60736596885733e-06	0.0674726172818598	0.0144292088343865	2.92362927118281e-06	0.979406081718269	TRUE	-0.0573538980791016	0.207998339877608	0.813678586535311
"LDHarmonicR2"	"3R_27476251"	2	161	15	61	0.914772727272727	"line_136;line_303;line_361;line_362;line_38;line_397;line_551;line_559;line_630;line_634;line_738;line_801;line_802;line_907;line_913"	0.433265555495213	0.440467800618829	0.0601896435640918	-0.0525795960051948	0.0109697977739655	1.642044320112e-06	-0.0533271620679918	0.0111174534945952	1.61295622066347e-06	1.01421779776937	TRUE	-0.0101801431339145	0.799259969379703	0.922950932827592
"LDHarmonicR2"	"X_10661963"	5	166	10	19	0.943181818181818	"line_109;line_142;line_317;line_359;line_360;line_395;line_41;line_531;line_59;line_73"	0.434032868841853	0.431331521626409	-0.0225753391129834	-0.0702937955765142	0.0159688055625855	1.07285011334248e-05	-0.0694642260820874	0.0159934264123385	1.40359170319226e-05	0.988198538894889	TRUE	-0.00647406019646485	0.866092330905934	0.922950932827592
"LDHarmonicR2"	"X_11292471"	4	175	1	86	0.994318181818182	"line_907"	0.435591287926194	0.134296056927799	-2.51794437013703	-0.0428922402501797	0.00973434690681629	1.05161899643391e-05	-0.0435555729161373	0.00973710828240466	7.70746693415582e-06	1.01546509723177	TRUE	-0.313005214470822	0.00587031197734279	0.340478094685881
"LDHarmonicR2"	"X_3550652"	6	171	5	43	0.971590909090909	"line_317;line_362;line_409;line_790;line_820"	0.434096467142445	0.426455112530736	-0.0638593108859262	0.0503967462687569	0.0116377563402817	1.48803520192425e-05	0.0497625833888292	0.0116765623104243	2.02832747268495e-05	0.987416590814299	TRUE	-0.0233122996437072	0.677643633127096	0.914343234623198
"NightPWake"	"2L_20321158"	4	163	13	80	0.926136363636364	"line_100;line_101;line_303;line_319;line_377;line_379;line_381;line_409;line_426;line_634;line_802;line_85;line_88"	-2.02500818610234	-2.15876530799677	-0.207395924622326	-0.247090236604029	0.0532022357322549	3.411353512361e-06	-0.249576729981271	0.0533820671142439	2.93536228377833e-06	1.01006309845106	TRUE	-0.233307805292022	0.277704181538574	0.827502043020201
"NightPWake"	"2R_23639685"	5	170	6	45	0.965909090909091	"line_136;line_338;line_360;line_528;line_563;line_857"	-2.03461369318398	-2.04265924956053	-0.0124749664181105	-0.266867310648111	0.0584712029851703	5.01686911732303e-06	-0.272014903369336	0.0586299205789811	3.49213165380121e-06	1.01928895940355	TRUE	0.115564646252712	0.706191978814461	0.922950932827592
"NightPWake"	"2R_5727338"	8	171	5	22	0.971590909090909	"line_136;line_356;line_409;line_738;line_774"	-2.04196791679598	-1.79275391330559	0.386416573193858	0.334557047132598	0.0753490121834667	8.99176509458354e-06	0.338341526113136	0.0753998563735107	7.21325910121938e-06	1.01131190932301	TRUE	0.224635627319263	0.448590447205638	0.89558381486591
"NightPWake"	"2R_7954848"	9	162	14	29	0.920454545454545	"line_195;line_280;line_301;line_318;line_319;line_381;line_426;line_45;line_535;line_563;line_821;line_83;line_85;line_91"	-2.01924867617328	-2.21585698561204	-0.304849278654977	-0.311351944134573	0.0709546979166854	1.14377547381511e-05	-0.311612996478361	0.0710421002754375	1.15287381372822e-05	1.00083844777175	TRUE	-0.238612074034295	0.209281850857326	0.813678586535311
"NightPWake"	"3L_2125773"	10	172	4	63	0.977272727272727	"line_31;line_630;line_801;line_913"	-2.0346472009119	-2.04524119544834	-0.0164264247107832	-0.236489712603712	0.0542597695039923	1.30973382910307e-05	-0.237952625926088	0.054333414651229	1.18957582987732e-05	1.00618594908958	TRUE	0.0564973595689269	0.866431136992935	0.922950932827592
"NightPWake"	"3L_3724365"	1	168	8	80	0.954545454545455	"line_136;line_31;line_350;line_380;line_40;line_737;line_774;line_801"	-2.02799279649206	-2.17968669099667	-0.235207629057508	-0.256019244917367	0.0520439746220797	8.68600560497019e-07	-0.256050613605493	0.0522055696897262	9.35889042976109e-07	1.00012252472714	TRUE	-0.197208790274657	0.399784699817025	0.89558381486591
"NightPWake"	"3L_4047811"	3	170	6	46	0.965909090909091	"line_229;line_350;line_627;line_774;line_801;line_88"	-2.02921126205166	-2.1957281316429	-0.258191262229366	0.280093670736184	0.059755335905989	2.76776795171443e-06	0.277481689721396	0.0599334203646696	3.65961870293638e-06	0.990674616074248	TRUE	-0.160947670152281	0.542391764085014	0.89558381486591
"NightPWake"	"3R_15397393"	6	159	17	24	0.903409090909091	"line_280;line_287;line_373;line_397;line_440;line_48;line_531;line_551;line_559;line_59;line_69;line_716;line_732;line_738;line_818;line_85;line_913"	-2.03562706738488	-2.02797527202613	0.0118644237478436	0.343147565825511	0.07675556566836	7.79808204413461e-06	0.344513406211802	0.0768523589882361	7.36715350712267e-06	1.00398032952093	TRUE	-0.0447099961286622	0.808562993754938	0.922950932827592
"NightPWake"	"X_17878203"	2	176	0	77	1	""	-2.034887973515	NA	NA	-0.246154842202222	0.0522619047044736	2.47687233508786e-06	-0.246154842202222	0.0522619047044736	2.47687233508786e-06	1	TRUE	NA	NA	NA
"NightPWake"	"X_9393204"	7	174	2	26	0.988636363636364	"line_362;line_712"	-2.0396673408594	-1.6190830145521	0.652133314478799	0.317947026137338	0.0711752605744962	7.92869709120321e-06	0.318978047483531	0.0711885844404224	7.43821870659915e-06	1.00324274568226	TRUE	0.155351822674194	0.729741723567355	0.922950932827592
